year,country_name,gdp_growth,gdp_usd,military_spendings_growth,military_spendings_usd,energy_use,gni_usd,gni_growth
1987,China,11.66,272973000000,,,694.42,272794000000,
1987,World,3.74,17347600000000,3.79,600270000000.00,1444.24,17286700000000,3.69
1988,Germany,3.71,1401230000000,2.64,33036667269.00,4629.18,1414780000000,4.21
1988,France,4.74,1018850000000,2.96,30327270741.00,3665.57,1025570000000,4.61
1988,Italy,4.19,891609000000,2.07,17403664790.00,2462.80,889210000000,4.24
1988,Japan,6.79,3071680000000,0.95,28216102753.00,3243.60,3093130000000,6.83
1988,Canada,,507354000000,1.99,9897335684.00,7885.24,492889000000,
1988,Russian Federation,,554713000000,,,,556478000000,
1988,United States,4.18,5236440000000,6.07,309661000000.00,7849.75,5256090000000,4.25
1988,United Kingdom,5.73,910123000000,4.21,38357236514.00,3643.01,945960000000,5.80
1988,Brazil,-0.06,308334000000,2.12,5874167753.00,992.59,317177000000,-0.34
1988,India,9.63,296589000000,3.73,11346419153.00,334.26,293483000000,9.30
1988,Mexico,1.28,181612000000,0.54,981914645.60,1392.42,174366000000,2.33
1988,South Africa,4.20,95176640968,4.62,4263086823.00,2763.77,92004394169,4.43
1988,China,11.22,312354000000,,,720.34,312230000000,
1988,World,4.66,19373500000000,3.53,638840000000.00,1469.54,19426000000000,4.44
1989,Germany,3.90,1398970000000,2.53,31631605145.00,4514.70,1414250000000,4.06
1989,France,4.34,1025210000000,2.88,29665454335.00,3795.90,1029130000000,4.05
1989,Italy,3.39,928661000000,2.03,17675486539.00,2566.11,924083000000,3.21
1989,Japan,4.86,3054910000000,0.94,27966353542.00,3352.01,3078860000000,4.96
1989,Canada,,565056000000,1.93,10747134689.00,7963.30,547709000000,
1989,Russian Federation,,506500000000,,,,506589000000,
1989,United States,3.67,5641580000000,5.87,321867000000.00,7890.29,5598380000000,3.68
1989,United Kingdom,2.58,926885000000,4.04,37456646813.00,3626.30,951888000000,2.44
1989,Brazil,3.16,347028000000,2.69,8761486966.00,993.91,365712000000,12.95
1989,India,5.95,296042000000,3.53,10589796925.00,342.70,292603000000,5.82
1989,Mexico,4.11,221401000000,0.52,1153375828.00,1426.67,213098000000,4.35
1989,South Africa,2.39,99030856825,4.36,4181886467.00,2585.62,95661399467,2.34
1989,China,4.21,347768000000,2.45,11251332630.00,724.12,347943000000,
1989,World,3.74,20171300000000,3.44,658524000000.00,1475.93,20170400000000,3.99
1990,Germany,5.26,1771670000000,2.52,39834666880.00,4421.36,1790870000000,5.35
1990,France,2.92,1269180000000,2.81,35774430325.00,3846.63,1273600000000,2.89
1990,Italy,1.99,1181220000000,1.88,20734625579.00,2583.89,1166760000000,1.31
1990,Japan,4.89,3132820000000,0.94,28800451682.00,3552.86,3156840000000,4.88
1990,Canada,,593930000000,1.96,11414631847.00,7630.09,574627000000,
1990,Russian Federation,-3.00,516814000000,,,5941.59,515781000000,
1990,United States,1.89,5963140000000,5.61,325129000000.00,7671.77,5902290000000,2.03
1990,United Kingdom,0.73,1093170000000,3.98,43545094840.00,3597.05,1116250000000,0.54
1990,Brazil,-4.35,390726000000,2.36,9236296955.00,940.97,380339000000,-11.35
1990,India,5.53,320979000000,3.15,10537035450.00,350.08,316775000000,5.38
1990,Mexico,5.18,261254000000,0.43,1210872502.00,1473.39,252628000000,5.62
1990,South Africa,-0.32,115552000000,3.90,4364458204.00,2471.60,111285000000,-0.59
1990,China,3.92,360858000000,2.45,9926349251.00,767.00,361823000000,
1990,World,2.88,22739500000000,3.31,713011000000.00,1663.81,22618900000000,2.47
1991,Germany,5.11,1868950000000,2.00,37196729730.00,4302.89,1875830000000,4.55
1991,France,1.05,1269280000000,2.81,35869120915.00,4043.10,1272600000000,0.96
1991,Italy,1.54,1246220000000,1.86,21585706772.00,2645.67,1228450000000,1.36
1991,Japan,3.42,3584420000000,0.94,32785415754.00,3574.01,3609950000000,3.36
1991,Canada,,610328000000,1.90,11338503299.00,7517.33,592228000000,
1991,Russian Federation,-5.05,517963000000,,,5870.23,516545000000,-5.13
1991,United States,-0.11,6158130000000,4.88,299373000000.00,7631.47,6096750000000,-0.17
1991,United Kingdom,-1.10,1142800000000,4.12,47045457327.00,3707.95,1169940000000,-1.04
1991,Brazil,1.03,342609000000,1.96,6694665295.00,942.04,334931000000,1.35
1991,India,1.06,270105000000,2.91,8622473881.00,357.37,265995000000,0.83
1991,Mexico,4.21,313143000000,0.44,1459136041.00,1518.49,304535000000,4.80
1991,South Africa,-1.02,123943000000,3.22,3874415135.00,2518.12,120735000000,-0.05
1991,China,9.26,383373000000,2.31,9802375366.00,736.85,384152000000,
1991,World,1.45,23707000000000,3.01,698285000000.00,1649.65,23598600000000,1.27
1992,Germany,1.92,2131570000000,1.86,39502452271.00,4190.98,2137940000000,1.77
1992,France,1.60,1401470000000,2.69,37902269821.00,3954.00,1406930000000,1.73
1992,Italy,0.83,1320160000000,1.75,22177090390.00,2627.34,1298790000000,0.68
1992,Japan,0.85,3908810000000,0.95,35999123576.00,3644.19,3942650000000,1.01
1992,Canada,,592388000000,1.86,10788803124.00,7601.69,573080000000,
1992,Russian Federation,-14.53,460291000000,4.43,,5356.51,455790000000,-15.26
1992,United States,3.52,6520330000000,4.97,325034000000.00,7677.40,6435470000000,3.48
1992,United Kingdom,0.40,1179660000000,3.86,45592591818.00,3684.72,1221730000000,0.66
1992,Brazil,-0.54,328188000000,1.52,4993804467.00,935.75,321997000000,-0.21
1992,India,5.48,288208000000,2.70,8083231410.00,363.08,283799000000,5.48
1992,Mexico,3.54,363158000000,0.47,1824550066.00,1503.68,353563000000,3.63
1992,South Africa,-2.14,134545000000,2.82,3677406461.00,2290.67,131600000000,-1.82
1992,China,14.22,426916000000,2.45,12244267842.00,752.63,427130000000,
1992,World,2.06,25393700000000,2.94,730299000000.00,1621.34,25276400000000,1.56
1993,Germany,-0.98,2071320000000,1.69,35030537589.00,4122.70,2074910000000,-1.15
1993,France,-0.63,1322820000000,2.69,35775273293.00,4001.90,1329200000000,-0.54
1993,Italy,-0.85,1064960000000,1.79,18242013901.00,2611.99,1049910000000,-0.62
1993,Japan,-0.52,4454140000000,0.95,41353936222.00,3655.97,4493790000000,-0.49
1993,Canada,,577171000000,1.82,10268822622.00,7770.55,559372000000,
1993,Russian Federation,-8.67,435084000000,4.18,7766720078.00,5059.86,430624000000,-8.57
1993,United States,2.75,6858560000000,4.60,316719000000.00,7709.50,6733770000000,2.73
1993,United Kingdom,2.49,1061390000000,3.59,38113206791.00,3713.19,1098420000000,2.39
1993,Brazil,4.92,368296000000,1.93,7099899155.00,943.33,359330000000,4.38
1993,India,4.75,279296000000,2.82,8253542581.00,364.51,275445000000,4.90
1993,Mexico,1.94,500736000000,0.44,2122980338.00,1502.22,489113000000,2.23
1993,South Africa,1.23,147197000000,2.50,3254313379.00,2395.38,144534000000,1.55
1993,China,13.88,444731000000,1.93,12360225861.00,788.13,443809000000,
1993,World,1.81,25822500000000,2.77,698673000000.00,1613.04,25707500000000,1.13
1994,Germany,2.39,2205070000000,1.55,34197705640.00,4088.80,2204520000000,1.71
1994,France,2.36,1393980000000,2.66,37288606060.00,3836.11,1398520000000,2.20
1994,Italy,2.15,1099220000000,1.71,18062459082.00,2578.47,1082150000000,1.99
1994,Japan,0.99,4998800000000,0.92,45285594083.00,3844.29,5040360000000,0.93
1994,Canada,,578139000000,1.70,9577377640.00,7957.25,559173000000,
1994,Russian Federation,-12.57,395077000000,4.52,13547871733.00,4426.67,393237000000,-12.05
1994,United States,4.03,7287240000000,4.22,308084000000.00,7757.83,7170250000000,3.88
1994,United Kingdom,3.85,1140490000000,3.38,38569013505.00,3732.52,1199800000000,4.18
1994,Brazil,5.85,525370000000,2.02,10591499118.00,976.98,516608000000,4.33
1994,India,6.66,327276000000,2.66,8880551226.00,371.23,323109000000,6.78
1994,Mexico,4.94,527813000000,0.52,2635284079.00,1509.94,515157000000,4.85
1994,South Africa,3.20,153513000000,2.56,3478582291.00,2420.08,151091000000,3.44
1994,China,13.04,564325000000,1.69,9867120066.00,816.16,563289000000,
1994,World,3.30,27872400000000,2.58,707808000000.00,1599.01,27787900000000,2.69
1995,Germany,1.54,2585790000000,1.50,38742699103.00,4119.69,2582250000000,1.31
1995,France,2.11,1601090000000,2.49,40124024138.00,3981.35,1606460000000,2.12
1995,Italy,2.89,1174660000000,1.47,17185853004.00,2799.38,1160410000000,3.23
1995,Japan,2.63,5545560000000,0.92,49961673237.00,3934.96,5592680000000,2.65
1995,Canada,,604032000000,1.55,9176903908.00,7979.90,585087000000,
1995,Russian Federation,-4.14,395537000000,3.78,12741629470.00,4290.69,392166000000,-4.50
1995,United States,2.68,7639750000000,3.86,295853000000.00,7763.76,7574690000000,2.74
1995,United Kingdom,2.53,1346420000000,2.85,38294283080.00,3728.96,1304550000000,2.31
1995,Brazil,4.22,769333000000,1.86,14318919608.00,994.29,757887000000,6.75
1995,India,7.57,360282000000,2.58,9754464630.00,385.09,356252000000,7.74
1995,Mexico,-6.29,360074000000,0.45,1562615372.00,1437.65,346715000000,-7.58
1995,South Africa,3.10,171735000000,2.12,3292446562.00,2498.89,168860000000,2.98
1995,China,10.95,734548000000,1.69,12385129475.00,866.83,722773000000,
1995,World,3.09,31043800000000,2.39,726591000000.00,1616.15,30892600000000,2.62
1996,Germany,0.81,2497240000000,1.47,36701189772.00,4246.55,2497600000000,0.96
1996,France,1.41,1605680000000,2.41,38977734096.00,4191.92,1619350000000,1.93
1996,Italy,1.27,1312430000000,1.59,20793128832.00,2796.15,1299730000000,1.52
1996,Japan,3.13,4923390000000,0.91,44047104680.00,4008.48,4982750000000,3.51
1996,Canada,,628546000000,1.40,8615884471.00,8053.45,609656000000,
1996,Russian Federation,-3.76,391725000000,3.76,15826340652.00,4252.61,386290000000,-4.28
1996,United States,3.77,8073120000000,3.55,287961000000.00,7844.47,8045910000000,3.79
1996,United Kingdom,2.43,1421510000000,2.72,38566134645.00,3879.82,1373980000000,2.48
1996,Brazil,2.21,850426000000,1.65,14073226545.00,1030.67,827517000000,0.98
1996,India,7.55,392897000000,2.47,9904672736.00,389.43,389212000000,7.74
1996,Mexico,6.77,410976000000,0.48,1882873103.00,1445.93,396992000000,7.17
1996,South Africa,4.30,163237000000,1.76,2591787131.00,2504.90,160125000000,4.07
1996,China,9.92,863747000000,1.65,14275400820.00,881.65,851310000000,10.03
1996,World,3.61,31736300000000,2.32,724515000000.00,1633.31,31581900000000,3.53
1997,Germany,1.79,2211990000000,1.41,31267710403.00,4203.36,2207770000000,1.58
1997,France,2.34,1452880000000,2.38,34697904099.00,4049.23,1470550000000,2.70
1997,Italy,1.83,1241880000000,1.63,20156102258.00,2834.40,1236200000000,2.36
1997,Japan,0.98,4492450000000,0.92,40634840608.00,4041.17,4551410000000,1.09
1997,Canada,,654987000000,1.25,7945140183.00,8056.24,634691000000,
1997,Russian Federation,1.40,404929000000,4.04,17577353181.00,4069.69,396237000000,0.70
1997,United States,4.38,8577550000000,3.41,293168000000.00,7828.58,8589270000000,4.27
1997,United Kingdom,4.91,1559570000000,2.56,39889947449.00,3760.71,1536470000000,5.05
1997,Brazil,3.39,883206000000,1.58,13934266552.00,1066.19,855026000000,2.87
1997,India,4.05,415868000000,2.65,11464883390.00,397.38,412314000000,4.13
1997,Mexico,6.85,500413000000,0.46,2184061042.00,1498.00,487611000000,7.74
1997,South Africa,2.60,168977000000,1.58,2414137710.00,2527.94,165755000000,2.60
1997,China,9.24,961604000000,1.63,15699586769.00,871.76,950600000000,9.50
1997,World,3.87,31619800000000,2.32,724579000000.00,1626.41,31513700000000,3.83
1998,Germany,2.01,2238990000000,1.39,31200768078.00,4177.29,2226180000000,1.62
1998,France,3.59,1503110000000,2.23,33633561283.00,4151.63,1522700000000,3.68
1998,Italy,1.81,1270050000000,1.64,20825125352.00,2912.95,1263070000000,1.71
1998,Japan,-1.27,4098360000000,0.94,37849012643.00,3955.63,4148980000000,-1.34
1998,Canada,2.80,634000000000,1.26,7748607984.00,7948.40,612675000000,2.52
1998,Russian Federation,-5.30,270955000000,2.73,7955730401.00,3981.50,259166000000,-7.23
1998,United States,4.48,9062820000000,3.20,290996000000.00,7803.70,9135460000000,4.40
1998,United Kingdom,3.15,1653390000000,2.50,41222125833.00,3787.11,1660690000000,3.68
1998,Brazil,0.34,863711000000,1.66,14357357047.00,1075.20,825524000000,-0.92
1998,India,6.18,421351000000,2.73,11920610818.00,399.50,417793000000,6.19
1998,Mexico,5.16,526502000000,0.45,2263223453.00,1516.61,513008000000,5.16
1998,South Africa,0.50,152983000000,1.38,1905656009.00,2471.48,149819000000,0.33
1998,China,7.85,1029040000000,1.66,17031780200.00,869.36,1012400000000,7.41
1998,World,2.79,31539700000000,2.27,706829000000.00,1611.34,31493000000000,2.86
1999,Germany,1.89,2194950000000,1.40,30690158426.00,4079.93,2179760000000,1.76
1999,France,3.42,1493150000000,2.18,32672714285.00,4123.53,1522930000000,4.13
1999,Italy,1.63,1252450000000,1.68,21016456910.00,2957.31,1250010000000,1.99
1999,Japan,-0.33,4635980000000,0.95,43122898505.00,4011.22,4692900000000,-0.34
1999,Canada,3.97,678412000000,1.24,8210778540.00,8107.52,655585000000,3.90
1999,Russian Federation,6.40,195907000000,3.07,6469035211.00,4136.75,188191000000,6.78
1999,United States,4.75,9630660000000,3.09,298095000000.00,7923.22,9690390000000,4.89
1999,United Kingdom,2.99,1685760000000,2.42,40760400667.00,3784.07,1680140000000,2.33
1999,Brazil,0.47,599642000000,1.65,9866973919.00,1083.40,568319000000,-0.30
1999,India,8.85,458820000000,2.96,13895562461.00,414.96,455259000000,8.94
1999,Mexico,2.75,600233000000,0.46,2652912012.00,1537.52,587223000000,3.13
1999,South Africa,2.40,151517000000,1.27,1738036625.00,2464.32,148308000000,2.37
1999,China,7.66,1094000000000,1.87,20473915095.00,878.52,1079530000000,7.91
1999,World,3.50,32736600000000,2.22,720489000000.00,1623.84,32693100000000,3.68
2000,Germany,2.91,1947980000000,1.36,26497593164.00,4094.06,1937020000000,3.05
2000,France,3.92,1365640000000,2.09,28403138949.00,4135.48,1387210000000,3.49
2000,Italy,3.79,1146680000000,1.74,19878720932.00,3012.20,1142300000000,3.59
2000,Japan,2.76,4968360000000,0.93,45509673827.00,4083.83,5040240000000,2.99
2000,Canada,4.92,744773000000,1.12,8299385231.00,8265.08,725237000000,5.72
2000,Russian Federation,10.00,259710000000,3.31,9228204144.00,4224.28,252974000000,11.15
2000,United States,4.13,10252300000000,3.11,320086000000.00,8056.86,10383700000000,4.18
2000,United Kingdom,3.67,1662130000000,2.37,39343711273.00,3785.75,1668250000000,4.38
2000,Brazil,4.39,655448000000,1.73,11344032535.00,1072.38,636572000000,6.95
2000,India,3.84,468395000000,2.95,14287514241.00,417.29,463419000000,3.56
2000,Mexico,4.94,707907000000,0.45,3031454509.00,1516.64,692709000000,4.97
2000,South Africa,4.20,151753000000,1.39,1891725013.00,2424.88,148580000000,4.21
2000,China,8.49,1211350000000,1.83,22237140151.00,898.99,1196680000000,8.58
2000,World,4.50,33831900000000,2.21,742433000000.00,1637.21,33871200000000,4.49
2001,Germany,1.68,1945790000000,1.32,25815401959.00,4209.80,1932120000000,1.54
2001,France,1.98,1377660000000,2.03,27951566384.00,4246.00,1402500000000,2.21
2001,Italy,1.95,1168020000000,1.68,19519381482.00,3020.62,1164450000000,2.03
2001,Japan,0.39,4374710000000,0.95,40757967234.00,4008.27,4442720000000,0.50
2001,Canada,1.41,738982000000,1.14,8375571425.00,8056.35,718179000000,1.19
2001,Russian Federation,5.10,306602000000,3.55,11683151345.00,4288.38,302364000000,6.55
2001,United States,1.00,10581800000000,3.12,331806000000.00,7827.89,10746100000000,1.10
2001,United Kingdom,2.07,1643910000000,2.41,39512579944.00,3784.93,1655530000000,2.41
2001,Brazil,1.39,559984000000,1.95,10930231568.00,1076.28,541802000000,1.02
2001,India,4.82,485441000000,2.92,14600642346.00,416.01,481233000000,5.02
2001,Mexico,-0.40,756706000000,0.44,3229469276.00,1548.32,742674000000,-0.12
2001,South Africa,2.70,135430000000,1.48,1802262236.00,2461.03,131692000000,2.02
2001,China,8.34,1339400000000,1.98,26561462998.00,928.81,1320220000000,8.10
2001,World,2.00,33614900000000,2.24,755078000000.00,1636.49,33672800000000,2.06
2002,Germany,-0.20,2078480000000,1.33,27611355672.00,4108.40,2056430000000,-0.56
2002,France,1.14,1501410000000,2.05,30578398933.00,4225.47,1517050000000,0.39
2002,Italy,0.25,1276770000000,1.71,21610059762.00,3037.27,1271070000000,0.11
2002,Japan,0.04,4182850000000,0.96,39333708170.00,3991.98,4243890000000,-0.06
2002,Canada,3.42,760649000000,1.12,8495399281.00,7993.88,741407000000,3.80
2002,Russian Federation,4.70,345470000000,3.76,13943825063.00,4288.19,338887000000,4.19
2002,United States,1.74,10936400000000,3.45,378463000000.00,7843.34,11052200000000,1.68
2002,United Kingdom,2.12,1784080000000,2.49,44245265998.00,3685.87,1807140000000,2.71
2002,Brazil,3.05,509795000000,1.90,9664561903.00,1090.35,492693000000,2.90
2002,India,3.80,514938000000,2.83,14749667252.00,421.27,511490000000,3.99
2002,Mexico,-0.04,772106000000,0.42,3172268734.00,1534.72,758783000000,0.09
2002,South Africa,3.70,129088000000,1.53,1766082898.00,2384.14,126299000000,4.24
2002,China,9.13,1470550000000,2.05,30284127410.00,984.81,1455600000000,9.51
2002,World,2.34,34918200000000,2.34,815707000000.00,1649.28,34899900000000,2.11
2003,Germany,-0.70,2501640000000,1.32,32997363017.00,4084.50,2476230000000,-0.66
2003,France,0.82,1844540000000,2.10,38569115813.00,4270.95,1869030000000,1.11
2003,Italy,0.14,1577620000000,1.71,26824213292.00,3168.53,1570020000000,0.10
2003,Japan,1.54,4519560000000,0.96,42486177361.00,3953.18,4592580000000,1.69
2003,Canada,3.81,895541000000,1.12,9958245602.00,8341.34,873516000000,3.90
2003,Russian Federation,7.30,430348000000,3.67,16973739085.00,4461.31,417177000000,6.06
2003,United States,2.86,11458200000000,3.83,440532000000.00,7794.24,11534800000000,2.95
2003,United Kingdom,3.03,2057090000000,2.55,52343122277.00,3731.61,2083180000000,3.01
2003,Brazil,1.14,558234000000,1.50,8392905884.00,1094.42,540519000000,1.34
2003,India,7.86,607699000000,2.68,16333986643.00,424.29,603193000000,7.79
2003,Mexico,1.45,729336000000,0.41,2960496802.00,1603.94,716378000000,1.42
2003,South Africa,2.95,197020000000,1.47,2574176278.00,2518.33,192411000000,2.72
2003,China,10.04,1660290000000,1.98,33144000481.00,1118.43,1650070000000,10.42
2003,World,3.16,39148000000000,2.41,952682000000.00,1688.48,39074800000000,3.22
2004,Germany,1.18,2814350000000,1.27,35776573894.00,4114.39,2831350000000,2.84
2004,France,2.83,2119630000000,2.10,44524579613.00,4301.74,2148980000000,2.88
2004,Italy,1.42,1806540000000,1.68,30261076655.00,3169.93,1803550000000,1.75
2004,Japan,2.19,4893120000000,0.94,45339809415.00,4078.21,4987570000000,2.51
2004,Canada,3.91,1026690000000,1.11,11336489831.00,8455.55,1004570000000,4.24
2004,Russian Federation,7.20,591017000000,3.30,20955413571.00,4493.69,578245000000,8.07
2004,United States,3.80,12213700000000,4.02,492999000000.00,7881.58,12317600000000,3.92
2004,United Kingdom,2.36,2421810000000,2.50,60250782545.00,3694.48,2446890000000,2.13
2004,Brazil,5.76,669289000000,1.46,9780111585.00,1141.49,649516000000,5.98
2004,India,7.92,709149000000,2.83,20238566527.00,439.70,704169000000,7.96
2004,Mexico,3.92,782241000000,0.36,2854385965.00,1599.16,770594000000,4.18
2004,South Africa,4.55,255807000000,1.36,3099065125.00,2716.29,251495000000,5.25
2004,China,10.11,1955350000000,1.93,37904571827.00,1268.13,1950220000000,10.46
2004,World,4.48,44114300000000,2.40,1075920000000.00,1739.82,44071400000000,4.39
2005,Germany,0.73,2846860000000,1.07,30324965179.00,4086.50,2870370000000,0.95
2005,France,1.66,2196950000000,2.02,44442050523.00,4287.16,2234560000000,1.98
2005,Italy,0.82,1858220000000,1.61,29737642392.00,3214.67,1861140000000,1.15
2005,Japan,1.80,4831470000000,0.93,44300613330.00,4062.98,4938600000000,2.08
2005,Canada,5.00,1173110000000,1.11,12988132964.00,8422.03,1149140000000,5.14
2005,Russian Federation,6.40,764017000000,3.33,27336977274.00,4540.91,745491000000,5.99
2005,United States,3.51,13036600000000,4.09,533203000000.00,7846.50,13166500000000,3.46
2005,United Kingdom,2.59,2544830000000,2.43,61653635038.00,3686.36,2578610000000,2.89
2005,Brazil,3.20,891634000000,1.52,13588619736.00,1156.91,865860000000,3.26
2005,India,7.92,820382000000,2.75,23072312925.00,449.77,814483000000,7.90
2005,Mexico,2.31,877476000000,0.36,3123454978.00,1685.10,859157000000,1.67
2005,South Africa,5.28,288868000000,1.38,3566963815.00,2678.55,283927000000,5.23
2005,China,11.39,2285970000000,1.85,42789953651.00,1393.69,2269860000000,10.92
2005,World,4.05,47777900000000,2.39,1159550000000.00,1767.06,47732200000000,3.94
2006,Germany,3.82,2994700000000,1.20,35883657973.00,4204.65,3045350000000,4.70
2006,France,2.45,2320540000000,1.98,45792148416.00,4188.84,2366960000000,2.73
2006,Italy,1.79,1949550000000,1.53,29633022263.00,3175.80,1957290000000,2.03
2006,Japan,1.37,4601660000000,0.92,41552592886.00,4053.88,4724630000000,1.81
2006,Canada,4.17,1319260000000,1.13,14809892803.00,8239.95,1298300000000,4.71
2006,Russian Federation,8.20,989931000000,3.25,34517781619.00,4688.39,961127000000,7.54
2006,United States,2.85,13814600000000,4.04,558335000000.00,7697.65,14066400000000,2.61
2006,United Kingdom,2.58,2717060000000,2.37,64217619528.00,3598.81,2719260000000,1.34
2006,Brazil,3.96,1107630000000,1.48,16404867307.00,1184.15,1079910000000,4.35
2006,India,8.06,940260000000,2.53,23951927958.00,466.14,932915000000,7.99
2006,Mexico,4.50,975387000000,0.31,3035131019.00,1698.59,960398000000,5.07
2006,South Africa,5.60,303861000000,1.29,3506139658.00,2625.79,298725000000,5.60
2006,China,12.72,2752130000000,1.85,51453373234.00,1515.17,2746990000000,13.27
2006,World,4.50,51778700000000,2.36,1206040000000.00,1796.64,51901600000000,4.51
2007,Germany,2.98,3425580000000,1.17,40110859276.00,3985.81,3475320000000,2.74
2007,France,2.42,2660590000000,1.91,50684467384.00,4115.53,2713440000000,2.42
2007,Italy,1.49,2213100000000,1.45,31982431792.00,3149.58,2214810000000,1.17
2007,Japan,1.48,4579750000000,0.90,40530045688.00,4012.65,4720090000000,1.86
2007,Canada,6.87,1468820000000,1.19,17417139931.00,8213.39,1447200000000,7.07
2007,Russian Federation,8.50,1299710000000,3.12,43534994996.00,4709.84,1270880000000,9.29
2007,United States,1.88,14451900000000,4.08,589586000000.00,7758.17,14550100000000,2.20
2007,United Kingdom,2.27,3106180000000,2.37,73448032014.00,3441.64,3091150000000,1.70
2007,Brazil,6.07,1397110000000,1.47,20485758015.00,1238.41,1367440000000,6.48
2007,India,7.66,1216740000000,2.48,28254773450.00,485.10,1211640000000,8.04
2007,Mexico,2.29,1052700000000,0.40,4223037646.00,1662.60,1034990000000,2.13
2007,South Africa,5.36,333075000000,1.18,3525684244.00,2775.62,323308000000,4.00
2007,China,14.23,3550340000000,1.74,62136590755.00,1630.17,3558380000000,14.69
2007,World,4.44,58337500000000,2.33,1337680000000.00,1824.04,58206300000000,4.34
2008,Germany,0.96,3745260000000,1.21,45098956312.00,4036.83,3780820000000,0.46
2008,France,0.25,2930300000000,1.90,55365965845.00,4110.59,2994140000000,0.44
2008,Italy,-0.96,2408660000000,1.54,36839989746.00,3087.57,2386640000000,-1.93
2008,Japan,-1.22,5106680000000,0.92,46361468280.00,3858.43,5243860000000,-1.63
2008,Canada,1.01,1552990000000,1.25,19342058405.00,8194.88,1530170000000,0.99
2008,Russian Federation,5.20,1660850000000,3.15,56183785393.00,4823.13,1614360000000,4.45
2008,United States,-0.14,14712800000000,4.46,656756000000.00,7488.08,14718100000000,0.17
2008,United Kingdom,-0.24,2938880000000,2.50,72915407670.00,3361.98,2910740000000,-0.70
2008,Brazil,5.09,1695860000000,1.44,24452903036.00,1294.48,1654270000000,4.75
2008,India,3.09,1198900000000,2.63,33002376727.00,501.56,1191740000000,2.90
2008,Mexico,1.14,1109990000000,0.39,4334654124.00,1621.26,1094330000000,1.43
2008,South Africa,3.19,316132000000,1.15,3285925081.00,2950.15,307190000000,3.37
2008,China,9.65,4594310000000,1.71,78840802820.00,1672.90,4622870000000,10.07
2008,World,2.00,64071500000000,2.39,1509720000000.00,1829.63,63692800000000,1.80
2009,Germany,-5.69,3411260000000,1.31,44528927836.00,3790.50,3488180000000,-4.46
2009,France,-2.87,2700890000000,2.10,56441455398.00,3913.46,2763000000000,-2.74
2009,Italy,-5.28,2199930000000,1.55,34054481324.00,2869.92,2198540000000,-4.48
2009,Japan,-5.69,5289490000000,0.98,51465158208.00,3678.51,5422440000000,-5.82
2009,Canada,-2.93,1374630000000,1.38,18936226052.00,7797.12,1350960000000,-3.13
2009,Russian Federation,-7.80,1222640000000,3.92,51532116798.00,4531.29,1182900000000,-7.92
2009,United States,-2.54,14448900000000,4.89,705917000000.00,7056.78,14426300000000,-2.47
2009,United Kingdom,-4.25,2425800000000,2.65,64010506670.00,3145.59,2406920000000,-4.09
2009,Brazil,-0.13,1667000000000,1.54,25648809911.00,1240.18,1630110000000,0.05
2009,India,7.86,1341890000000,3.13,38722154392.00,544.63,1333880000000,7.86
2009,Mexico,-5.29,900045000000,0.50,4514233914.00,1599.52,884929000000,-5.55
2009,South Africa,-1.54,329753000000,1.21,3592687702.00,2852.10,323126000000,-0.75
2009,China,9.40,5101700000000,1.89,96601666753.00,1778.43,5093170000000,8.56
2009,World,-1.31,60781000000000,2.62,1564270000000.00,1796.22,60507700000000,-1.33
2010,Germany,4.18,3399670000000,1.27,43025915012.00,3997.08,3467860000000,3.91
2010,France,1.95,2645190000000,1.97,52044060565.00,4016.85,2706420000000,1.96
2010,Italy,1.71,2136100000000,1.50,32020819951.00,2930.59,2131570000000,1.56
2010,Japan,4.10,5759070000000,0.96,54655450735.00,3893.27,5912480000000,4.23
2010,Canada,3.09,1617340000000,1.19,19315688825.00,7788.56,1585380000000,2.79
2010,Russian Federation,4.50,1524920000000,3.59,58720227609.00,4819.04,1477810000000,4.48
2010,United States,2.56,14992100000000,4.92,738005000000.00,7161.43,15172100000000,2.89
2010,United Kingdom,2.13,2491110000000,2.58,63979111970.00,3230.62,2492140000000,2.96
2010,Brazil,7.53,2208840000000,1.54,34002944470.00,1358.50,2140610000000,6.57
2010,India,8.50,1675620000000,2.89,46090445657.00,561.65,1657660000000,7.96
2010,Mexico,5.12,1057800000000,0.45,4789031339.00,1531.76,1045220000000,5.66
2010,South Africa,3.04,417365000000,1.12,4188168092.00,2768.09,409234000000,3.08
2010,China,10.64,6087160000000,1.74,105523000000.00,1954.72,6061090000000,10.34
2010,World,4.49,66500500000000,2.52,1648400000000.00,1874.66,66362300000000,4.39
2011,Germany,3.93,3749310000000,1.21,45163212878.00,3869.82,3845330000000,4.46
2011,France,2.19,2865160000000,1.89,54120871010.00,3847.07,2941330000000,2.51
2011,Italy,0.71,2294990000000,1.48,33828804971.00,2828.40,2289190000000,0.67
2011,Japan,0.02,6233150000000,0.99,60762213841.00,3610.81,6414400000000,0.23
2011,Canada,3.15,1793330000000,1.19,21393720864.00,7911.55,1759450000000,3.22
2011,Russian Federation,4.30,2045930000000,3.43,70237523951.00,5049.43,1985530000000,4.27
2011,United States,1.55,15542600000000,4.84,752288000000.00,7029.95,15850000000000,1.70
2011,United Kingdom,1.46,2674890000000,2.50,66569552573.00,2972.15,2684170000000,1.76
2011,Brazil,3.97,2616160000000,1.41,36936209896.00,1367.19,2548930000000,4.50
