year,country_name,gdp_growth,gdp_usd,military_spendings_growth,military_spendings_usd,energy_use,gni_growth,gni_usd,national_income_growth,national_income_usd
1999,Italy,1.63,1252446659833.79,1.68,21016456909.93,2957.31,1.99,1250007310699.89,1.86,1.06608E+12
1999,Japan,-0.33,4635982224063.88,0.95,43122898504.92,4011.22,-0.34,4692903320960.64,-0.89,3.59385E+12
1999,Canada,3.97,678412196271.12,1.24,8210778539.84,8107.52,3.90,655584572928.59,5.44,5.44858E+11
1999,Russian Federation,6.40,195907128350.93,3.07,6469035211.35,4136.75,6.78,188191228350.93,20.62,1.40768E+11
1999,United States,4.75,9630664202000.00,3.09,298094891322.40,7923.22,4.89,9690388000000.00,4.16,8.25538E+12
1999,United Kingdom,2.99,1685762821549.91,2.42,40760400666.57,3784.07,2.33,1680143989645.69,2.00,1.45012E+12
1999,Brazil,0.47,599642075004.47,1.65,9866973918.51,1083.40,-0.30,568318825546.54,-3.49,5.20507E+11
1999,India,8.85,458820417337.81,2.96,13895562461.39,414.96,8.94,455259488556.38,5.99,4.0474E+11
1999,Mexico,2.75,600232874042.93,0.46,2652912012.05,1537.52,3.13,587223199029.33,5.00,4.90881E+11
1999,South Africa,2.40,151516560274.98,1.27,1738036625.05,2464.32,2.37,148308278091.50,1.34,1.13231E+11
1999,China,7.66,1093997267277.10,1.87,20473915094.77,878.52,7.91,1079526985274.75,8.62,9.37096E+11
1999,World,3.50,32736603313313.00,2.22,720489058859.31,1623.84,3.68,32693128321191.70,2.99,2.7195E+13
2000,Germany,2.91,1947981991011.77,1.36,26497593164.39,4094.06,3.05,1937024251730.20,1.20,1.60317E+12
2000,France,3.92,1365639660792.16,2.09,28403138948.71,4135.48,3.49,1387213402712.16,2.30,1.17526E+12
2000,Italy,3.79,1146676894209.73,1.74,19878720932.38,3012.19,3.59,1142299340172.39,1.81,9.70236E+11
2000,Japan,2.76,4968359075956.59,0.93,45509673827.31,4083.83,2.99,5040235511364.95,2.71,3.86518E+12
2000,Canada,4.92,744773415931.59,1.12,8299385230.72,8265.08,5.72,725237357753.69,6.63,5.99546E+11
2000,Russian Federation,10.00,259710142196.94,3.31,9228204143.74,4224.28,11.15,252973642196.94,22.37,1.87304E+11
2000,United States,4.13,10252345464000.00,3.11,320086324211.20,8056.86,4.18,10383667000000.00,3.89,8.80208E+12
2000,United Kingdom,3.67,1662127402027.54,2.37,39343711272.58,3785.75,4.38,1668249356937.51,3.63,1.43245E+12
2000,Brazil,4.39,655448188259.35,1.73,11344032534.90,1072.38,6.95,636572488761.72,5.25,5.77772E+11
2000,India,3.84,468394937262.37,2.95,14287514240.70,417.29,3.56,463418960201.82,2.87,4.08872E+11
2000,Mexico,4.94,707906744574.64,0.45,3031454509.30,1516.64,4.97,692709476500.70,3.75,5.84792E+11
2000,South Africa,4.20,151753369491.92,1.39,1891725013.44,2424.88,4.21,148579791002.62,5.07,1.12777E+11
2000,China,8.49,1211346869600.41,1.83,22237140151.21,898.99,8.58,1196681328408.87,9.21,1.03276E+12
2000,World,4.50,33831940878252.90,2.21,742433000633.98,1637.21,4.49,33871229182380.60,3.46,2.80072E+13
2001,Germany,1.68,1945790973803.15,1.32,25815401959.23,4209.80,1.54,1932123667212.60,1.61,1.60011E+12
2001,France,1.98,1377657339291.34,2.03,27951566384.42,4246.00,2.21,1402495832979.14,2.25,1.18768E+12
2001,Italy,1.95,1168023426056.38,1.68,19519381482.04,3020.62,2.03,1164448341671.22,2.52,9.90109E+11
2001,Japan,0.39,4374711694090.87,0.95,40757967234.16,4008.27,0.50,4442724323185.68,0.49,3.40491E+12
2001,Canada,1.41,738981792355.37,1.14,8375571424.88,8056.35,1.19,718179235537.19,1.26,5.9075E+11
2001,Russian Federation,5.10,306602070620.50,3.55,11683151344.77,4288.38,6.55,302363970620.50,2.81,2.28253E+11
2001,United States,1.00,10581821399000.00,3.12,331805610572.14,7827.89,1.10,10746067000000.00,1.43,9.08509E+12
2001,United Kingdom,2.07,1643908161796.46,2.41,39512579943.65,3784.93,2.41,1655531884266.59,2.57,1.41551E+12
2001,Brazil,1.39,559983704094.17,1.95,10930231568.37,1076.28,1.02,541802025604.25,0.59,4.91828E+11
2001,India,4.82,485441014538.64,2.92,14600642346.10,416.01,5.02,481233322101.92,5.23,4.25016E+11
2001,Mexico,-0.40,756706300589.79,0.44,3229469276.43,1548.32,-0.12,742673818438.71,0.88,6.29606E+11
2001,South Africa,2.70,135429607036.66,1.48,1802262236.36,2461.03,2.02,131692209833.67,2.07,98629228235
2001,China,8.34,1339395718862.89,1.98,26561462998.29,928.81,8.10,1320222692114.39,11.39,1.14679E+12
2001,World,2.00,33614851304324.40,2.24,755078390516.36,1636.49,2.06,33672820180544.70,2.17,2.78807E+13
2002,Germany,-0.20,2078484517474.51,1.33,27611355672.44,4108.40,-0.56,2056434683769.81,-0.72,1.69198E+12
2002,France,1.14,1501409382971.38,2.05,30578398932.82,4225.47,0.39,1517047281243.53,0.02,1.27516E+12
2002,Italy,0.25,1276769338449.30,1.71,21610059761.89,3037.27,0.11,1271074053343.30,-0.32,1.07225E+12
2002,Japan,0.04,4182846045873.61,0.96,39333708169.84,3991.98,-0.06,4243893355026.00,-0.46,3.2399E+12
2002,Canada,3.42,760649334098.01,1.12,8495399281.22,7993.88,3.80,741406996750.14,3.19,6.16014E+11
2002,Russian Federation,4.70,345470494417.86,3.76,13943825063.40,4288.19,4.19,338887494417.86,3.43,2.58761E+11
2002,United States,1.74,10936419054000.00,3.45,378463138753.84,7843.34,1.68,11052223000000.00,1.52,9.35786E+12
2002,United Kingdom,2.12,1784076738609.11,2.49,44245265998.31,3685.87,2.71,1807143285371.70,3.42,1.54634E+12
2002,Brazil,3.05,509795270685.19,1.90,9664561903.33,1090.35,2.90,492692609449.77,3.58,4.44841E+11
2002,India,3.80,514937948870.08,2.83,14749667251.59,421.27,3.99,511490036313.61,4.84,4.51405E+11
2002,Mexico,-0.04,772106378935.38,0.42,3172268733.51,1534.72,0.09,758782874482.19,-0.47,6.39929E+11
2002,South Africa,3.70,129088132201.85,1.53,1766082897.72,2384.14,4.24,126298943628.03,7.90,95020967667
2002,China,9.13,1470550015077.93,2.05,30284127410.00,984.81,9.51,1455604866956.63,12.12,1.27295E+12
2002,World,2.34,34918207662527.30,2.34,815707284395.52,1649.28,2.11,34899861501201.30,3.70,2.89072E+13
2003,Germany,-0.70,2501640388482.35,1.32,32997363017.13,4084.50,-0.66,2476230001432.94,0.01,2.04098E+12
2003,France,0.82,1844544792036.86,2.10,38569115812.94,4270.95,1.11,1869026496404.31,1.16,1.57291E+12
2003,Italy,0.14,1577621707050.51,1.71,26824213292.04,3168.53,0.10,1570015784573.64,0.42,1.32612E+12
2003,Japan,1.54,4519561645253.53,0.96,42486177361.06,3953.18,1.69,4592583679436.92,1.61,3.52393E+12
2003,Canada,3.81,895540646634.79,1.12,9958245601.51,8341.34,3.90,873515809007.21,4.76,7.26678E+11
2003,Russian Federation,7.30,430347770731.79,3.67,16973739085.10,4461.31,6.06,417177070731.79,7.01,3.19984E+11
2003,United States,2.86,11458243878000.00,3.83,440532069586.19,7794.24,2.95,11534846000000.00,2.09,9.75212E+12
2003,United Kingdom,3.03,2057093877551.02,2.55,52343122277.07,3731.61,3.01,2083183673469.39,3.64,1.78389E+12
2003,Brazil,1.14,558233724164.71,1.50,8392905884.03,1094.42,1.34,540518512990.10,0.41,4.89339E+11
2003,India,7.86,607699285433.87,2.68,16333986643.28,424.29,7.79,603192892963.39,7.78,5.33719E+11
2003,Mexico,1.45,729336319677.45,0.41,2960496802.30,1603.94,1.42,716377770785.06,-2.27,5.89185E+11
2003,South Africa,2.95,197020241490.08,1.47,2574176278.13,2518.33,2.72,192410805557.39,5.86,1.4578E+11
2003,China,10.04,1660287965663.89,1.98,33144000481.45,1118.43,10.42,1650069477165.64,11.96,1.43964E+12
2003,World,3.16,39147973173629.30,2.41,952682266035.79,1688.48,3.22,39074835004379.60,1.70,3.24008E+13
2004,Germany,1.18,2814353869359.08,1.27,35776573894.11,4114.39,2.84,2831354282320.08,3.26,2.34441E+12
2004,France,2.83,2119633181634.37,2.10,44524579612.60,4301.74,2.88,2148978081185.33,2.63,1.80788E+12
2004,Italy,1.42,1806542968545.56,1.68,30261076654.68,3169.93,1.75,1803554244449.46,1.42,1.52203E+12
2004,Japan,2.19,4893116005656.56,0.94,45339809414.66,4078.21,2.51,4987574981745.58,2.47,3.84212E+12
2004,Canada,3.91,1026690238278.25,1.11,11336489831.06,8455.55,4.24,1004566487317.45,4.70,8.33831E+11
2004,Russian Federation,7.20,591016690742.80,3.30,20955413570.63,4493.69,8.07,578245490742.80,14.96,4.52833E+11
2004,United States,3.80,12213729147000.00,4.02,492999376159.40,7881.58,3.92,12317643000000.00,3.65,1.04039E+13
2004,United Kingdom,2.36,2421814353716.59,2.50,60250782544.70,3694.48,2.13,2446893079458.07,2.64,2.09656E+12
2004,Brazil,5.76,669289321944.52,1.46,9780111585.17,1141.49,5.98,649516039101.08,6.65,5.82207E+11
2004,India,7.92,709148514804.66,2.83,20238566526.54,439.70,7.96,704168745465.35,7.85,6.19355E+11
2004,Mexico,3.92,782240601984.76,0.36,2854385964.91,1599.16,4.18,770594421407.05,5.92,6.29694E+11
2004,South Africa,4.55,255806631391.55,1.36,3099065125.42,2716.29,5.25,251495285663.42,4.19,1.90498E+11
2004,China,10.11,1955347004965.69,1.93,37904571827.00,1268.13,10.46,1950215394500.29,10.94,1.67391E+12
2004,World,4.48,44114320822433.60,2.40,1075920875494.42,1739.82,4.39,44071417039061.60,5.32,3.64948E+13
2005,Germany,0.73,2846864211175.10,1.07,30324965179.33,4086.50,0.95,2870368808691.05,0.44,2.37833E+12
2005,France,1.66,2196945232435.80,2.02,44442050523.14,4287.16,1.98,2234564034091.83,1.53,1.87806E+12
2005,Italy,0.82,1858217147203.73,1.61,29737642391.68,3214.67,1.15,1861136280618.83,0.32,1.5681E+12
2005,Japan,1.80,4831467035389.80,0.93,44300613329.95,4062.98,2.08,4938602699009.78,1.30,3.80151E+12
2005,Canada,5.00,1173108598778.68,1.11,12988132963.62,8422.03,5.14,1149135996038.95,4.68,9.53832E+11
2005,Russian Federation,6.40,764017107992.39,3.33,27336977273.69,4540.91,5.99,745490707990.98,10.76,5.84203E+11
2005,United States,3.51,13036640230000.00,4.09,533203000000.00,7846.50,3.46,13166516000000.00,2.94,1.10946E+13
2005,United Kingdom,2.59,2544829090909.09,2.43,61653635038.46,3686.36,2.89,2578605454545.45,3.06,2.20799E+12
2005,Brazil,3.20,891633826603.38,1.52,13588619736.36,1156.91,3.26,865859652967.49,2.90,7.75222E+11
2005,India,7.92,820381595512.90,2.75,23072312925.17,449.77,7.90,814482820622.22,8.82,7.13393E+11
2005,Mexico,2.31,877476221382.10,0.36,3123454977.56,1685.10,1.67,859156840951.01,0.76,6.9252E+11
2005,South Africa,5.28,288868489078.99,1.38,3566963815.37,2678.55,5.23,283926907458.37,6.86,2.15799E+11
2005,China,11.39,2285965892364.20,1.85,42789953650.90,1393.69,10.92,2269857202067.29,12.89,1.93508E+12
2005,World,4.05,47777852489302.60,2.39,1159553496841.31,1767.06,3.94,47732167317131.70,3.72,3.94239E+13
2006,Germany,3.82,2994703642023.53,1.20,35883657972.68,4204.65,4.70,3045353242965.88,4.58,2.53457E+12
2006,France,2.45,2320536221304.70,1.98,45792148415.52,4188.84,2.73,2366964499002.35,1.98,1.98282E+12
2006,Italy,1.79,1949551719389.64,1.53,29633022263.31,3175.80,2.03,1957286082582.70,1.04,1.64597E+12
2006,Japan,1.37,4601663122649.92,0.92,41552592885.58,4053.88,1.81,4724628609114.59,0.52,3.62423E+12
2006,Canada,4.17,1319264809590.97,1.13,14809892802.99,8239.95,4.71,1298296897038.08,3.65,1.07942E+12
2006,Russian Federation,8.20,989930542278.70,3.25,34517781618.92,4688.39,7.54,961127142278.70,12.18,7.63691E+11
2006,United States,2.85,13814611414000.00,4.04,558335000000.00,7697.65,2.61,14066382000000.00,3.54,1.18579E+13
2006,United Kingdom,2.58,2717059797608.10,2.37,64217619528.33,3598.81,1.34,2719260349586.02,0.79,2.32063E+12
2006,Brazil,3.96,1107626711406.63,1.48,16404867307.49,1184.15,4.35,1079909686901.02,5.37,9.67302E+11
2006,India,8.06,940259888792.14,2.53,23951927958.15,466.14,7.99,932915277249.47,8.38,8.16425E+11
2006,Mexico,4.50,975387131716.09,0.31,3035131018.79,1698.59,5.07,960397767726.07,6.05,7.72702E+11
2006,South Africa,5.60,303860874149.01,1.29,3506139657.83,2625.79,5.60,298725379797.68,6.41,2.25919E+11
2006,China,12.72,2752131773358.92,1.85,51453373233.85,1515.17,13.27,2746989420523.24,14.41,2.31894E+12
2006,World,4.50,51778667523963.00,2.36,1206038706533.10,1796.64,4.51,51901642325762.20,5.19,4.2861E+13
2007,Germany,2.98,3425578382921.58,1.17,40110859276.41,3985.81,2.74,3475319883354.91,2.77,2.88911E+12
2007,France,2.42,2660591246211.77,1.91,50684467384.42,4115.53,2.42,2713440990838.05,2.59,2.26915E+12
2007,Italy,1.49,2213102482751.46,1.45,31982431792.49,3149.58,1.17,2214810509531.73,1.24,1.85792E+12
2007,Japan,1.48,4579750920354.81,0.90,40530045688.47,4012.65,1.86,4720092396404.35,1.25,3.61852E+12
2007,Canada,6.87,1468820407783.26,1.19,17417139931.11,8213.39,7.07,1447200446885.76,3.06,1.20403E+12
2007,Russian Federation,8.50,1299705764823.62,3.12,43534994996.25,4709.84,9.29,1270877264823.62,14.17,1.03484E+12
2007,United States,1.88,14451858656000.00,4.08,589586000000.00,7758.17,2.20,14550103000000.00,0.37,1.22016E+13
2007,United Kingdom,2.27,3106182472989.20,2.37,73448032014.17,3441.64,1.70,3091150460184.07,1.37,2.63494E+12
2007,Brazil,6.07,1397114247331.17,1.47,20485758014.65,1238.41,6.48,1367438369222.73,6.22,1.22224E+12
2007,India,7.66,1216735441524.86,2.48,28254773450.06,485.10,8.04,1211640646849.16,8.38,1.05466E+12
2007,Mexico,2.29,1052696282278.87,0.40,4223037645.72,1662.60,2.13,1034991278893.14,3.05,8.36446E+11
2007,South Africa,5.36,333075462599.71,1.18,3525684243.69,2775.62,4.00,323307670849.07,3.44,2.42574E+11
2007,China,14.23,3550342737009.53,1.74,62136590754.59,1630.17,14.69,3558383398186.00,15.30,2.97715E+12
2007,World,4.44,58337541912663.10,2.33,1337682199888.49,1824.04,4.34,58206279625917.60,5.05,4.80848E+13
2008,Germany,0.96,3745264093617.19,1.21,45098956311.57,4036.83,0.46,3780819607074.22,-1.12,3.11464E+12
2008,France,0.25,2930303780828.12,1.90,55365965844.83,4110.59,0.44,2994136038927.34,-0.69,2.48061E+12
2008,Italy,-0.96,2408655348718.59,1.54,36839989746.22,3087.57,-1.93,2386641522088.98,-3.66,1.98047E+12
2008,Japan,-1.22,5106679115127.30,0.92,46361468280.46,3858.43,-1.63,5243862441285.03,-4.64,3.96567E+12
2008,Canada,1.01,1552989690721.65,1.25,19342058404.56,8194.88,0.99,1530173383317.71,1.39,1.25884E+12
2008,Russian Federation,5.20,1660846387624.78,3.15,56183785393.25,4823.13,4.45,1614363887626.80,5.18,1.30214E+12
2008,United States,-0.14,14712844084000.00,4.46,656756000000.00,7488.08,0.17,14718111000000.00,-2.66,1.21778E+13
2008,United Kingdom,-0.24,2938882352941.18,2.50,72915407669.74,3361.98,-0.70,2910742647058.82,-2.42,2.44823E+12
2008,Brazil,5.09,1695855391810.90,1.44,24452903035.82,1294.48,4.75,1654272376318.14,3.32,1.46926E+12
2008,India,3.09,1198895582137.51,2.63,33002376727.38,501.56,2.90,1191737412305.19,2.23,1.02158E+12
2008,Mexico,1.14,1109989063586.62,0.39,4334654123.65,1621.26,1.43,1094332318930.43,-0.26,8.72244E+11
2008,South Africa,3.19,316132138757.08,1.15,3285925081.28,2950.15,3.37,307189733295.41,-3.28,2.21586E+11
2008,China,9.65,4594307032667.98,1.71,78840802819.86,1672.90,10.07,4622872256335.72,6.47,3.75887E+12
2008,World,2.00,64071495709700.30,2.39,1509720187629.43,1829.63,1.80,63692796308494.50,-0.16,5.19586E+13
2009,Germany,-5.69,3411261212652.34,1.31,44528927835.65,3790.50,-4.46,3488175094524.22,-4.23,2.84372E+12
2009,France,-2.87,2700887366932.03,2.10,56441455398.19,3913.46,-2.74,2763004002090.23,-2.83,2.27132E+12
2009,Italy,-5.28,2199928804118.63,1.55,34054481324.40,2869.92,-4.48,2198543924651.95,-4.03,1.80777E+12
2009,Japan,-5.69,5289493117993.89,0.98,51465158207.59,3678.51,-5.82,5422436226957.12,-5.53,4.05929E+12
2009,Canada,-2.93,1374625142157.29,1.38,18936226051.96,7797.12,-3.13,1350956171813.49,-6.34,1.10979E+12
2009,Russian Federation,-7.80,1222644282201.86,3.92,51532116797.52,4531.29,-7.92,1182904882200.60,-17.60,9.55353E+11
2009,United States,-2.54,14448933025000.00,4.89,705917000000.00,7056.78,-2.47,14426269000000.00,-1.17,1.19761E+13
2009,United Kingdom,-4.25,2425798410967.44,2.65,64010506669.80,3145.59,-4.09,2406924754634.68,-3.89,2.01199E+12
2009,Brazil,-0.13,1666996294372.87,1.54,25648809910.82,1240.18,0.05,1630109870621.38,1.74,1.47497E+12
2009,India,7.86,1341886602798.69,3.13,38722154392.18,544.63,7.86,1333877109441.30,9.59,1.16286E+12
2009,Mexico,-5.29,900045350649.35,0.50,4514233914.23,1599.52,-5.55,884929436415.44,-5.45,7.06863E+11
2009,South Africa,-1.54,329753048857.05,1.21,3592687702.02,2852.10,-0.75,323125601579.00,4.77,2.41298E+11
2009,China,9.40,5101703073088.97,1.89,96601666752.95,1778.43,8.56,5093170992168.51,12.91,4.26866E+12
2009,World,-1.31,60781014428238.90,2.62,1564272484133.21,1796.22,-1.33,60507696021519.20,-0.61,4.95643E+13
2010,Germany,4.18,3399667820000.01,1.27,43025915011.69,3997.08,3.91,3467862685333.34,4.02,2.84995E+12
2010,France,1.95,2645187882116.67,1.97,52044060565.05,4016.85,1.96,2706418757800.01,2.01,2.23452E+12
2010,Italy,1.71,2136099955236.67,1.50,32020819951.13,2930.59,1.56,2131574091108.34,0.52,1.75347E+12
2010,Japan,4.10,5759071769013.11,0.96,54655450735.31,3893.27,4.23,5912477091132.79,5.07,4.49378E+12
2010,Canada,3.09,1617343367486.26,1.19,19315688825.04,7788.56,2.79,1585379875651.19,5.55,1.31607E+12
2010,Russian Federation,4.50,1524917468442.01,3.59,58720227608.76,4819.04,4.48,1477812768442.99,11.88,1.20415E+12
2010,United States,2.56,14992052727000.00,4.92,738005000000.00,7161.43,2.89,15172073000000.00,4.36,1.26812E+13
2010,United Kingdom,2.13,2491110093454.18,2.58,63979111970.27,3230.62,2.96,2492137629336.72,3.70,2.09956E+12
2010,Brazil,7.53,2208838108577.09,1.54,34002944470.02,1358.50,6.57,2140606612822.76,4.53,1.91306E+12
2010,India,8.50,1675615335600.56,2.89,46090445656.50,561.65,7.96,1657660320258.90,9.96,1.44772E+12
2010,Mexico,5.12,1057801295584.05,0.45,4789031339.03,1531.76,5.66,1045220776511.55,5.67,8.37747E+11
2010,South Africa,3.04,417365076968.26,1.12,4188168092.20,2768.09,3.08,409233759697.86,3.52,3.04276E+11
2010,China,10.64,6087163874510.73,1.74,105522648101.84,1954.72,10.34,6061091977327.45,8.68,4.94059E+12
2010,World,4.49,66500496746881.50,2.52,1648404098865.89,1874.66,4.39,66362270072507.70,5.10,5.44554E+13
2011,Germany,3.93,3749314991050.59,1.21,45163212878.20,3869.82,4.46,3845325104620.63,3.87,3.17197E+12
2011,France,2.19,2865157541994.17,1.89,54120871009.50,3847.07,2.51,2941328117344.36,1.70,2.42671E+12
2011,Italy,0.71,2294994296589.50,1.48,33828804971.12,2828.40,0.67,2289189703989.30,-0.34,1.87823E+12
2011,Japan,0.02,6233147172341.35,0.99,60762213840.89,3610.81,0.23,6414396892358.66,-1.00,4.86878E+12
2011,Canada,3.15,1793326630174.52,1.19,21393720863.72,7911.55,3.22,1759453773319.65,4.49,1.46244E+12
2011,Russian Federation,4.30,2045925608274.37,3.43,70237523951.49,5049.43,4.27,1985526208275.05,9.58,1.60977E+12
2011,United States,1.55,15542581104000.00,4.84,752288000000.00,7029.95,1.70,15849978000000.00,1.97,1.32794E+13
2011,United Kingdom,1.46,2674891473843.81,2.50,66569552573.13,2972.15,1.76,2684173032857.85,1.11,2.25579E+12
2011,Brazil,3.97,2616156606666.62,1.41,36936209895.81,1367.19,4.50,2548929316459.11,3.28,2.26985E+12
2011,India,5.24,1823049927771.46,2.70,49633815793.70,577.99,5.45,1807018710050.81,4.95,1.5737E+12
2011,Mexico,3.66,1180489601957.61,0.47,5498458541.61,1587.07,3.23,1161743714472.00,1.68,9.1383E+11
2011,South Africa,3.17,458201514136.98,1.10,4594154077.95,2716.68,2.75,447481650755.40,2.72,3.35687E+11
2011,China,9.55,7551500124197.17,1.67,125286373164.01,2085.08,9.00,7481123496788.67,4.81,5.87846E+12
2011,World,3.34,73671458898770.50,2.41,1750480001086.26,1881.48,3.26,73593608646779.90,2.71,6.01673E+13
2012,Germany,0.42,3527143188785.16,1.24,43798225349.29,3876.95,0.26,3611772218601.56,-0.04,2.9728E+12
2012,France,0.31,2683671716967.19,1.87,50216507403.17,3836.66,-0.14,2742349300400.39,-0.42,2.25839E+12
2012,Italy,-2.98,2086957656821.60,1.43,29781008205.13,2709.30,-2.86,2084406580434.73,-3.76,1.70049E+12
2012,Japan,1.37,6272362996105.03,0.97,60011530194.70,3537.36,1.23,6445536590964.04,1.72,4.92754E+12
2012,Canada,1.76,1828366481521.60,1.12,20452107110.97,7733.41,1.89,1795919869603.49,1.40,1.4924E+12
2012,Russian Federation,4.02,2208295773643.15,3.69,81469399931.26,5167.01,3.89,2140634973644.45,4.07,1.73748E+12
2012,United States,2.25,16197007349000.00,4.48,725205000000.00,6872.03,2.16,16675595000000.00,3.86,1.40389E+13
2012,United Kingdom,1.47,2719158341005.79,2.42,65452487554.24,3042.86,0.10,2691109870177.34,0.16,2.2583E+12
2012,Brazil,1.92,2465228293894.01,1.38,33987005074.06,1413.73,2.00,2403719887833.94,-0.53,2.14965E+12
2012,India,5.46,1827637859135.70,2.62,47216920048.21,599.16,5.14,1806177662220.11,6.09,1.58107E+12
2012,Mexico,3.64,1201089987015.45,0.48,5717035574.62,1634.70,3.30,1177885199589.96,2.02,9.26299E+11
2012,South Africa,2.40,434400545085.81,1.13,4489590095.94,2636.68,2.26,423516734077.15,1.55,3.21027E+11
2012,China,7.86,8532229986993.65,1.69,145127609596.21,2149.60,8.63,8512412397984.89,10.27,6.84924E+12
2012,World,2.67,75311560526567.00,2.37,1757754747381.18,1891.70,2.65,75457294053043.00,-8.69,6.19621E+13
2013,Germany,0.44,3733804649549.03,1.19,44242647302.89,3939.53,0.36,3820263805783.93,0.53,3.14011E+12
2013,France,0.58,2811876903329.03,1.85,52001462447.66,3833.53,0.64,2874860245102.75,0.98,2.36719E+12
2013,Italy,-1.84,2141924094298.56,1.40,29957445904.52,2579.47,-1.89,2138212004378.95,-1.57,1.74273E+12
2013,Japan,2.01,5212328181166.18,0.95,49023932406.86,3567.63,2.66,5391605623511.27,2.73,4.14159E+12
2013,Canada,2.33,1846597421834.98,1.00,18515731209.94,7743.73,2.59,1818471075757.13,2.71,1.50979E+12
2013,Russian Federation,1.76,2292473246621.08,3.85,88352896463.56,5078.63,1.34,2212868846622.34,-0.36,1.79642E+12
2013,United States,1.84,16784849196000.00,4.05,679229000000.00,6905.60,1.78,17188331000000.00,1.38,1.4433E+13
2013,United Kingdom,1.89,2803291406029.93,2.29,63837724855.43,2987.70,0.87,2746456576321.28,1.67,2.30574E+12
2013,Brazil,3.00,2472819362216.69,1.33,32874787230.59,1461.08,4.19,2438459112627.54,4.28,2.18698E+12
2013,India,6.39,1856722121394.53,2.55,47403528801.42,605.79,6.31,1833601556952.76,6.24,1.60043E+12
2013,Mexico,1.35,1274443084716.57,0.51,6473144378.33,1616.61,0.37,1237366326260.57,-0.13,9.80492E+11
2013,South Africa,2.49,400886013595.57,1.12,4118208483.43,2602.85,2.59,391194711860.89,1.65,2.96129E+11
2013,China,7.77,9570406235659.64,1.70,164070469321.74,2204.24,7.14,9492579024339.07,5.96,7.6353E+12
2013,World,2.84,77443227662994.00,2.30,1755592694729.90,1894.11,2.71,77447489840752.30,2.37,6.37293E+13
2014,Germany,2.21,3889093051023.52,1.15,44662831167.68,3779.46,1.91,3967012279025.08,2.43,3.26378E+12
2014,France,0.96,2855964488590.19,1.86,53134750898.80,3659.09,0.89,2917864654134.50,1.16,2.39958E+12
2014,Italy,0.00,2162009615996.54,1.28,27701034334.94,2414.48,0.18,2162198395957.99,0.96,1.76415E+12
2014,Japan,0.30,4896994405353.29,0.97,46903466612.52,3470.76,0.56,5079021304760.51,0.49,3.90112E+12
2014,Canada,2.87,1805749878439.94,0.99,17853640477.68,7897.86,2.78,1776572160702.32,2.32,1.47437E+12
2014,Russian Federation,0.74,2059241965490.83,4.11,84696504653.50,4942.88,0.97,1991279765491.87,-0.41,1.60771E+12
2014,United States,2.53,17527163695000.00,3.70,647789000000.00,6960.68,2.50,18043094000000.00,3.26,1.51875E+13
2014,United Kingdom,2.99,3087165602962.86,2.18,66995468654.29,2777.31,2.93,3023235858086.71,3.99,2.55086E+12
2014,Brazil,0.50,2456043766028.73,1.33,32660239369.45,1495.54,0.02,2410277002766.78,-0.45,2.16447E+12
2014,India,7.41,2039127446298.55,2.54,50914096277.08,636.57,7.49,2015015376660.84,6.48,1.77316E+12
2014,Mexico,2.85,1315351183524.54,0.51,6758693845.00,1561.87,3.32,1283058447244.69,5.31,1.03127E+12
2014,South Africa,1.41,381198869776.11,1.11,3892485091.07,2695.51,1.36,371745234720.22,1.54,2.85612E+11
2014,China,7.43,10475682920597.70,1.73,182109325991.68,2224.35,8.44,10488982516424.10,8.67,8.46484E+12
2014,World,3.12,79575525744225.70,2.25,1754186626365.62,1919.99,3.25,79793992465023.20,3.42,6.58649E+13
2015,Germany,1.49,3357585719351.56,1.14,38170021071.31,3817.55,1.78,3434101056827.73,2.86,2.83414E+12
2015,France,1.11,2439188643162.50,1.87,45647471640.50,3692.02,1.13,2491864986670.70,2.45,2.05609E+12
2015,Italy,0.78,1836637711060.55,1.21,22180845070.42,2481.75,0.07,1823940556491.52,0.77,1.48946E+12
2015,Japan,1.56,4444930651964.18,0.96,42106103305.79,3428.56,1.83,4619771168713.41,3.69,3.56756E+12
2015,Canada,0.66,1556508816217.14,1.15,17937641894.74,7631.34,0.78,1532663548013.94,-2.38,1.26167E+12
2015,Russian Federation,-1.97,1363481063446.77,4.87,66421822179.92,,-1.21,1325732263446.11,-5.82,1.08206E+12
2015,United States,3.08,18238300569000.00,3.48,633829639000.00,6804.00,2.95,18660910000000.00,3.41,1.57866E+13
2015,United Kingdom,2.62,2956573778737.76,2.05,59990205719.32,2764.52,2.28,2886069892475.58,3.01,2.4376E+12
2015,Brazil,-3.55,1802211999538.68,1.37,24617701683.07,,-3.56,1768299908799.19,-4.69,1.60133E+12
2015,India,8.00,2103587813812.75,2.46,51295483753.94,,8.02,2079182325742.91,9.09,1.84138E+12
2015,Mexico,3.29,1171867608197.72,0.47,5468837811.92,1537.26,3.20,1141602672778.78,3.21,9.30859E+11
2015,South Africa,1.32,346709790458.56,1.10,3488867947.84,,1.50,338766618711.13,3.42,2.62138E+11
2015,China,7.04,11061553079871.50,1.75,196538827230.79,,6.40,11008770774789.20,7.21,8.9483E+12
2015,World,3.17,75117144172406.30,2.26,1652927079296.55,,3.09,75237313035115.90,3.20,6.24659E+13
2016,Germany,2.23,3469853463945.53,1.15,39855047309.43,,2.45,3555930677612.46,3.20,2.93351E+12
